state_code,latitude,longitude,founded_at,age_first_funding_year,age_last_funding_year,funding_rounds,funding_total_usd,category_code,has_VC,has_angel,has_seriesA,has_seriesB,has_seriesC,has_seriesD,avg_participants,is_top500,status
CO,39.5604863,-104.8656251,1/1/1999,10.3644,10.3644,1,21000000,semiconductor,Yes,No,No,No,No,No,5,Yes,closed
CA,34.083228,-118.341449,1/1/2009,0.7041,1.1315,2,19000000,games_video,No,No,Yes,Yes,No,No,3.5,Yes,acquired
CA,39.78373,-100.445882,1/1/2006,1.4247,4.5397,3,18700000,semiconductor,Yes,No,Yes,No,No,No,2,Yes,closed
CA,37.626166,-122.411025,9/1/2009,1.0932,1.0932,1,10000000,software,No,No,Yes,No,No,No,7,Yes,acquired
FL,28.032975,-82.64611,8/1/2006,0.4192,0.4192,3,5900000,software,No,Yes,No,No,No,No,1,No,closed
MA,37.237937,-121.974591,1/1/2004,3.4301,4.2548,2,28000000,other,No,No,No,Yes,Yes,No,2,Yes,acquired
NH,42.7370219,-71.4872976,1/1/2007,0,4.3945,7,24300000,software,Yes,Yes,Yes,Yes,No,No,2,Yes,closed
CA,37.384717,-122.081625,1/1/2005,0.4137,5.337,4,32006000,mobile,No,Yes,Yes,Yes,Yes,No,1.6667,Yes,acquired
CA,37.3169065,-122.0497023,1/1/2002,3.0877,3.0877,1,13400000,public_relations,No,No,No,Yes,No,No,2,Yes,acquired
CA,37.7819267,-122.3932389,6/1/2005,3.8493,4.8329,3,9400000,enterprise,No,Yes,Yes,Yes,No,No,1.5,Yes,acquired
CO,40.0186313,-105.2764361,1/1/2005,1.0849,7.937,6,15324624,enterprise,Yes,Yes,Yes,Yes,No,No,2.5,Yes,acquired
WA,47.603832,-122.330062,3/1/2009,1.3342,1.3342,1,2000000,web,No,No,No,No,No,No,11,Yes,acquired
CA,37.775196,-122.419204,6/1/2007,0.4192,3.674,3,16000000,web,No,No,Yes,Yes,Yes,No,5.6667,Yes,acquired
MN,44.950404,-93.101503,1/1/2006,3.9205,6.7342,3,44000000,medical,Yes,No,No,Yes,Yes,No,2.3333,Yes,closed
PA,39.952399,-75.16359,1/1/2010,1.811,2.4548,2,1175000,software,Yes,No,No,No,No,No,1,No,closed
CA,37.661002,-121.897829,1/1/2000,6.8329,10.2712,2,9000000,network_hosting,No,No,No,No,No,No,4,Yes,acquired
CA,32.7154,-117.1565,1/1/2002,0.3288,5.3726,3,35150000,web,No,No,Yes,Yes,Yes,No,3,Yes,acquired
MA,42.504817,-71.195611,1/1/2005,1.3288,5.6712,3,12000000,software,Yes,No,Yes,Yes,No,No,2.6667,Yes,acquired
CA,37.396023,-122.03311,1/1/2002,5.663,5.663,1,30000000,biotech,No,No,No,No,Yes,No,9,Yes,acquired
CA,37.537542,-122.327609,1/1/2003,6.1342,6.1342,1,8000000,security,No,No,No,Yes,No,No,2,Yes,acquired
CA,37.782978,-122.394517,1/1/2007,2.0959,2.0959,1,4100000,advertising,No,No,Yes,No,No,No,2,Yes,acquired
IL,40.116421,-88.243383,1/1/2008,1.9562,3.5123,2,2408500,social,No,Yes,No,No,No,No,3,Yes,closed
CA,37.386778,-121.966277,1/1/2002,2.1644,5.8493,4,72000000,other,No,No,Yes,Yes,Yes,No,2.25,Yes,closed
MN,44.96659,-93.331943,1/1/2006,1,2,2,18400000,enterprise,Yes,No,No,No,No,No,1,No,closed
NC,35.7259177,-79.1791771,1/1/1997,8.0219,14.9726,7,162264126,biotech,Yes,No,No,Yes,Yes,Yes,6.75,Yes,closed
MA,42.3751,-71.105616,1/1/2003,7.4575,7.4575,1,29000000,biotech,Yes,No,No,No,No,No,7,Yes,acquired
WA,47.603832,-122.330062,1/1/2000,5.4247,5.4247,1,8700000,network_hosting,No,No,Yes,No,No,No,2,Yes,closed
MA,42.36236,-71.099692,1/1/2001,4.6877,4.6877,1,10000000,mobile,No,No,No,No,Yes,No,7,Yes,acquired
MA,42.4871509,-71.1986329,1/1/2008,0.9178,2.6329,2,15000000,software,No,No,Yes,Yes,No,No,2,Yes,acquired
CA,39.78373,-100.445882,1/1/2008,0.6685,0.6685,1,2600000,search,No,No,No,No,No,No,1,No,closed
CA,37.782103,-122.401116,1/6/2005,1.3151,1.3151,1,15000000,web,No,No,Yes,No,No,No,1,Yes,acquired
NY,40.745064,-73.992637,6/1/2011,0.0822,1.8164,3,4000000,web,No,Yes,Yes,No,No,No,2,Yes,acquired
CA,37.680766,-122.399971,1/1/2006,0.9151,5.5452,2,73000000,biotech,Yes,No,No,Yes,No,No,3,Yes,acquired
NY,40.730646,-73.986614,3/1/2011,0.3233,1.0986,4,12123837,education,No,Yes,Yes,No,No,No,4.6667,Yes,acquired
WA,47.607065,-122.335373,12/1/2005,0.9178,2.4877,3,22400000,,Yes,No,Yes,Yes,No,No,3.3333,Yes,acquired
CA,37.779281,-122.419236,1/1/2009,1.2849,2.0082,2,5700000,,No,No,Yes,Yes,No,No,4,Yes,acquired
CA,39.78373,-100.445882,1/1/2002,4.5452,7.8603,2,28500000,,Yes,No,No,Yes,No,No,4.5,Yes,closed
MA,42.579258,-71.437841,1/1/2007,0.9151,2.0712,2,21000000,software,No,No,Yes,Yes,No,No,2.5,Yes,acquired
NC,35.780398,-78.639099,1/1/1984,21.8959,21.8959,1,8000000,software,Yes,No,No,No,No,No,2,No,closed
CA,37.41924,-122.208414,1/1/2008,0.2055,0.2055,1,1500000,games_video,No,No,Yes,No,No,No,1,Yes,closed
MA,42.3729,-71.248472,10/1/2006,,2.4603,3,28300000,advertising,No,No,Yes,Yes,Yes,No,1.6667,Yes,acquired
CA,37.441537,-122.158332,1/1/2008,,4.9726,5,7939553,web,Yes,No,No,Yes,No,No,2,Yes,acquired
CA,37.779281,-122.419236,1/1/2009,0.8329,0.8329,1,-545000,public_relations,No,Yes,No,No,No,No,2,Yes,closed
MA,42.558426,-71.268947,1/1/2001,4.7452,8.9562,3,15247925,semiconductor,No,No,No,No,Yes,Yes,1.5,Yes,acquired
NY,40.757929,-73.985506,1/1/2007,0.2466,,3,12800000,games_video,No,Yes,Yes,Yes,No,No,1.5,Yes,acquired
IL,41.875555,-87.624421,3/1/2010,1.063,,2,950000,mobile,Yes,No,Yes,No,No,No,3,Yes,closed
MA,42.479262,-71.152277,1/1/2000,2.9178,,2,16000000,web,No,No,Yes,Yes,No,No,1,Yes,acquired
CA,37.288326,-121.945633,1/1/2000,6.0055,,1,10000000,semiconductor,No,No,No,No,Yes,No,1,Yes,acquired
NY,40.730646,-73.986614,1/1/2011,0.7781,,1,1500000,fashion,No,No,No,No,No,No,1,No,acquired
CA,37.779281,-122.419236,1/1/2004,5.8438,,2,13000000,hardware,Yes,No,No,No,Yes,No,2,Yes,closed
NY,40.650104,-73.949582,1/1/2009,2.6411,,1,10000000,hardware,Yes,No,No,No,No,No,6,Yes,acquired
NY,42.712207,-73.203599,1/1/2008,2.0521,2.9973,2,3915000,advertising,Yes,No,Yes,No,No,No,3,Yes,acquired
NY,40.650104,-73.949582,8/1/2009,0,1.5041,2,1400000,travel,No,Yes,Yes,No,No,No,6,Yes,acquired
IL,41.8969173,-87.6435474,8/1/2012,0,0.6904,2,650000,ecommerce,Yes,Yes,No,No,No,No,1,Yes,closed
TX,30.268735,-97.745209,1/1/2007,0.4137,3.2438,3,9700000,games_video,Yes,No,Yes,No,No,No,1,Yes,closed
CA,37.336191,-121.890583,1/1/2003,3.1644,3.1644,1,15000000,software,No,No,No,No,No,Yes,3,Yes,acquired
CA,37.782714,-122.39358,1/1/2002,3.7753,10.2548,4,38764000,enterprise,Yes,No,Yes,Yes,No,No,2,Yes,acquired
CA,37.3987372,-122.0497918,11/1/2005,0.3288,6.4192,8,211403000,cleantech,Yes,No,Yes,Yes,Yes,No,2.7143,Yes,closed
CA,37.3965713,-122.0836937,1/1/2008,2.4767,2.6438,2,20750000,enterprise,No,No,Yes,Yes,No,No,2,Yes,acquired
CA,37.779281,-122.419236,6/1/2009,1.2493,1.8849,2,1020000,social,No,Yes,Yes,No,No,No,2.5,Yes,acquired
TX,30.271129,-97.743699,1/1/2007,0.4301,0.4301,1,13000000,software,No,No,Yes,No,No,No,4,Yes,closed
NY,40.738567,-73.987199,11/1/2007,0.1671,3.9178,2,14700000,software,No,Yes,Yes,No,No,No,4,Yes,acquired
CA,37.4233896,-122.0899512,1/1/2005,1.1616,4.1644,4,33000000,mobile,No,No,Yes,Yes,Yes,Yes,1.3333,Yes,acquired
CA,37.404788,-121.940842,1/1/2005,5.4767,5.4767,1,30000000,medical,No,No,No,No,Yes,No,6,Yes,acquired
TX,32.959908,-96.70737,8/6/2006,0.2384,3.7644,4,33000000,software,No,No,Yes,Yes,Yes,No,4,Yes,closed
DC,38.894955,-77.036646,12/15/2011,-0.5014,-0.5014,1,150000,social,No,Yes,No,No,No,No,1,No,closed
MA,42.37564,-71.2358,3/1/2010,0.1671,0.1671,1,163,advertising,No,Yes,No,No,No,No,1,No,closed
CA,37.54827,-121.988572,1/1/2008,3.7589,5.0685,3,30926154,medical,No,No,No,Yes,No,No,,Yes,closed
CA,37.288326,-121.945633,8/16/2010,0.8164,0.8164,1,2000000,advertising,No,No,No,No,No,No,1,No,closed
MA,42.504817,-71.195611,1/1/2003,4.5397,9.337,2,19000000,software,Yes,No,No,Yes,No,No,3.5,Yes,closed
CA,37.779281,-122.419236,1/1/2002,3.0356,6.7534,3,33000000,advertising,No,No,Yes,Yes,Yes,No,4,Yes,closed
GA,33.982967,-84.346041,1/1/2002,4.3562,6.3151,3,15650000,cleantech,Yes,No,No,No,No,No,1.3333,Yes,acquired
CA,37.779281,-122.419236,12/1/2000,6.3342,7.5342,3,17400000,web,No,No,Yes,Yes,No,No,2.3333,Yes,acquired
CA,34.102827,-118.32999,10/1/2010,0.8329,0.8329,1,154000,real_estate,No,Yes,No,No,No,No,1,No,closed
CA,34.054935,-118.244476,1/1/2004,4.8082,4.8082,1,35000000,web,No,No,No,No,No,Yes,3,Yes,closed
VA,38.916336,-77.230488,1/1/2008,0.5836,4.4301,4,7516703,mobile,Yes,Yes,No,No,No,No,1,No,closed
TX,30.409765,-97.75101,1/1/2008,2.6247,2.6247,1,48000000,cleantech,Yes,No,No,No,No,No,5,Yes,closed
CA,37.2690782,-121.9559995,1/1/2000,5.4219,8.3014,3,65800000,network_hosting,Yes,No,No,No,No,Yes,4.6667,Yes,acquired
NJ,40.477604,-74.626824,8/1/2012,0.6767,0.789,2,125000,analytics,No,Yes,No,No,No,No,1,No,closed
VA,39.050108,-77.40082,11/1/2006,0.5808,0.5808,1,750000,search,No,Yes,No,No,No,No,2,Yes,acquired
GA,33.749099,-84.390185,1/1/2009,2.4384,2.4384,1,17000000,enterprise,Yes,No,No,No,No,No,5,Yes,acquired
CA,37.548415,-122.315636,5/1/1999,10.4247,13.0877,3,4087500,enterprise,Yes,Yes,No,No,No,No,1,No,closed
CA,34.491118,-119.808096,1/1/1995,10.8795,10.8795,1,1000000,hardware,No,No,Yes,No,No,No,2,Yes,closed
TX,30.280148,-97.749908,2/8/2007,-0.1041,6.3644,5,23500000,health,Yes,No,Yes,Yes,Yes,No,1.75,Yes,acquired
CA,37.7776778,-122.3921102,8/29/2007,0,0,1,990000,,No,No,Yes,No,No,No,2,No,closed
AZ,33.426418,-111.9396,4/1/2007,0.7534,0.7534,1,1000000,advertising,No,No,Yes,No,No,No,3,Yes,acquired
MA,42.364367,-71.078978,1/1/2006,0.6658,5.1315,4,41000000,health,Yes,No,Yes,Yes,Yes,No,1.75,Yes,acquired
OR,45.3774456,-122.7569561,1/1/2008,0.3699,0.3699,1,7000000,semiconductor,No,No,Yes,No,No,No,1,Yes,closed
MA,42.3624253,-71.116031,1/1/2008,0.8301,2.0767,2,55000000,biotech,No,No,Yes,Yes,No,No,2,Yes,acquired
CA,37.785053,-122.287295,10/1/2007,3.7452,4.9671,2,69000000,software,No,No,Yes,Yes,No,No,3.5,Yes,acquired
CA,37.421692,-121.894156,1/1/2006,1.3288,7.0795,8,129677153,enterprise,Yes,No,Yes,Yes,Yes,Yes,3,Yes,acquired
CA,37.502169,-122.217727,1/1/2006,2.5041,7.2521,6,232000100,biotech,No,No,Yes,No,Yes,Yes,3.6667,Yes,acquired
CA,37.388869,-122.072353,8/1/2009,,1.5863,2,5700000,enterprise,No,Yes,Yes,No,No,No,4,Yes,acquired
MA,42.276316,-71.419229,1/1/2002,,5.6384,1,10500000,security,No,No,No,No,No,Yes,4,Yes,acquired
NY,41.019264,-73.683462,10/1/2004,1.9699,3.9205,2,23000000,ecommerce,Yes,No,No,No,No,No,3,Yes,closed
WA,47.676378,-122.122155,8/28/2000,5.4329,9.4959,3,14000000,photo_video,No,No,Yes,Yes,No,No,3,Yes,acquired
CA,37.536402,-122.325129,1/1/2005,1.6466,1.6466,2,7500000,software,No,Yes,Yes,No,No,No,2,Yes,acquired
NY,40.650104,-73.949582,1/1/2009,0.8986,0.8986,1,1420000,social,No,No,Yes,No,No,No,16,Yes,acquired
WA,47.6257402,-122.3581623,9/1/2008,0.1589,2.4274,2,9000000,ecommerce,Yes,No,Yes,No,No,No,1,Yes,closed
PA,40.245664,-74.845997,1/1/2009,0.7644,0.7644,1,500000,games_video,Yes,No,No,No,No,No,1,Yes,closed
CA,37.388869,-122.072353,1/10/2012,0.0356,0.726,2,70000,news,No,Yes,No,No,No,No,1,Yes,acquired
CA,33.09568,-117.244034,10/1/2006,0.5808,,2,850000,ecommerce,No,Yes,Yes,No,No,No,1,Yes,closed
CA,34.019657,-118.487549,1/1/2008,3.8767,,1,15000000,enterprise,Yes,No,No,No,No,No,1,Yes,acquired
CA,37.788266,-122.403865,8/1/2007,0.5205,1.0959,2,3150000,web,No,Yes,Yes,No,No,No,11.5,Yes,acquired
CA,37.779281,-122.419236,1/1/2011,1.2164,1.2164,1,5500000,ecommerce,No,No,Yes,No,No,No,8,Yes,closed
CA,38.021489,-122.519998,1/1/2009,4.8877,4.8877,1,10571182,cleantech,No,No,Yes,No,No,No,1,No,acquired
CA,34.102827,-118.32999,1/1/2010,0.5808,0.5808,1,500000,real_estate,No,Yes,No,No,No,No,1,No,closed
CA,37.872222,-122.268403,6/1/2005,0.9233,4.7425,7,24900000,music,Yes,Yes,Yes,No,No,No,3,Yes,acquired
CA,34.147645,-118.144478,9/1/2007,1.7616,2.326,2,3529175,web,Yes,No,Yes,No,No,No,1,No,closed
NY,40.7418877,-74.0047466,3/1/2008,0,4.6164,4,23400000,travel,No,No,Yes,Yes,Yes,No,2.25,Yes,acquired
CA,37.4155698,-121.9486567,1/1/2002,7.4027,7.4027,1,8800000,security,No,No,No,No,No,Yes,5,Yes,acquired
NY,40.728425,-73.999882,2/1/2010,0,0,1,1500000,fashion,No,No,No,No,No,No,6,Yes,closed
CA,32.988247,-117.080769,1/1/2000,4.8603,9.4247,7,74000000,semiconductor,Yes,No,No,No,Yes,Yes,2,Yes,closed
OR,45.520247,-122.674195,1/1/2000,1.4164,2,3,8800000,network_hosting,No,No,Yes,Yes,No,No,1,No,acquired
CA,37.775228,-122.39963,1/1/2001,2.5808,4.6082,2,7100000,web,No,Yes,Yes,No,No,No,1.5,Yes,acquired
MA,42.3751,-71.105616,5/3/2006,1.3315,2.9973,3,3500000,ecommerce,Yes,Yes,Yes,No,No,No,1.6667,Yes,acquired
CA,37.36883,-122.03635,11/25/2009,1.589,1.589,1,3000000,software,No,No,Yes,No,No,No,2,Yes,acquired
NY,42.961748,-78.870914,3/1/2011,0.1288,0.274,2,11000,web,No,Yes,No,No,No,No,1,No,closed
CA,33.553278,-117.6779,1/1/2001,6.5452,8.6,3,26200000,semiconductor,Yes,No,No,No,Yes,No,2.5,Yes,acquired
CA,37.398022,-122.049143,12/6/2004,1.326,2.7096,2,29000000,software,No,No,No,Yes,Yes,No,2.5,Yes,acquired
CA,37.400945,-122.111318,1/1/2004,4.8438,4.8438,1,10000000,software,No,No,No,Yes,No,No,2,No,closed
CA,32.833501,-117.26162,10/4/2010,0.8521,0.8521,1,500000,web,No,Yes,No,No,No,No,3,Yes,closed
CA,37.487259,-122.232217,1/1/2008,0.0849,1.8384,3,11500000,enterprise,No,Yes,Yes,Yes,No,No,1.5,Yes,acquired
TX,30.2734822,-97.7588828,7/14/2009,1.1699,3.8932,5,5350000,enterprise,No,Yes,Yes,No,No,No,3,Yes,acquired
CA,37.787126,-122.39783,2/1/2006,0.6658,3.989,3,11015719,mobile,Yes,No,Yes,No,No,No,2,Yes,closed
CA,37.779281,-122.419236,5/1/2009,0.5288,1.0466,3,9807367,advertising,No,Yes,Yes,No,No,No,8.6667,Yes,acquired
CA,37.779281,-122.419236,7/1/2010,-0.4959,0.6301,2,2535000,web,No,Yes,Yes,No,No,No,5,Yes,acquired
TX,32.958634,-96.823641,1/1/2002,5.4658,8.9534,3,19000000,enterprise,Yes,No,No,Yes,Yes,No,5.3333,Yes,acquired
CA,37.388869,-122.072353,2/1/2010,0,2.7644,3,475000,travel,No,Yes,No,No,No,No,4,No,acquired
NY,40.730646,-73.986614,1/1/2003,5.7671,7.863,2,36000000,,Yes,No,No,Yes,No,No,1,Yes,acquired
CA,37.662431,-121.874679,1/1/2002,3.1671,3.1671,1,12000000,games_video,No,No,No,No,Yes,No,5,Yes,acquired
CA,39.78373,-100.445882,1/1/2009,0.4,3.7589,4,122000000,biotech,No,No,Yes,Yes,Yes,Yes,2.5,Yes,acquired
NY,40.730646,-73.986614,6/1/2012,0.0795,0.0795,1,1750000,news,No,No,No,No,No,No,5,Yes,acquired
NY,40.729839,-73.991781,8/10/2009,0.5562,0.5562,1,130000,web,No,Yes,No,No,No,No,1,No,acquired
OH,41.505161,-81.693445,1/1/1999,7.9178,10.9041,3,13222860,other,Yes,No,No,No,No,No,3,Yes,closed
IN,39.914281,-86.076478,1/1/2005,4.1315,6.1507,2,2192000,public_relations,Yes,No,No,Yes,No,No,3,No,closed
MA,42.3751,-71.105616,1/1/2005,5.1452,5.1452,1,2000000,web,Yes,No,No,No,No,No,1,Yes,acquired
CA,37.5455355,-122.3208802,1/1/2005,,4.9589,2,9400000,analytics,No,No,Yes,No,No,No,2,Yes,acquired
CA,37.431091,-122.099263,1/1/2003,,7.2274,4,13045000,semiconductor,No,No,Yes,Yes,No,No,2,Yes,acquired
CA,25.752358,-80.25468,1/1/2006,0.1753,4.0986,4,10000000,web,No,No,Yes,Yes,Yes,No,1.25,Yes,acquired
CA,37.558245,-122.302654,1/1/2007,1.4247,1.4247,1,6000000,advertising,No,No,No,Yes,No,No,2,Yes,acquired
PA,40.039353,-76.307448,1/1/2006,2,3.5562,2,2100000,mobile,Yes,Yes,No,No,No,No,2,No,closed
WA,39.78373,-100.445882,12/1/2009,0.4192,0.8877,2,3250000,travel,Yes,No,Yes,No,No,No,1,Yes,acquired
CA,37.3969138,-121.8939054,1/1/2000,6.5726,7.1562,3,148000000,hardware,Yes,No,No,Yes,No,No,3.5,Yes,closed
CA,34.185043,-118.878852,1/1/2000,3.9178,9.3014,2,24500000,hardware,Yes,No,Yes,No,No,No,2,Yes,acquired
UT,40.233844,-111.658534,4/8/2009,-0.0192,0.8959,2,72000,enterprise,No,Yes,No,No,No,No,1,No,closed
CA,37.416597,-122.154064,1/1/2001,6.6027,6.6027,1,10360000,other,No,No,No,No,Yes,No,5,Yes,closed
NY,40.775309,-73.983656,7/8/2008,0.0192,1.5699,3,1310000,software,No,Yes,No,No,No,No,6,Yes,acquired
NY,40.759089,-73.987573,2/12/2010,-0.1151,-0.1151,1,150000,games_video,No,Yes,No,No,No,No,1,No,closed
CA,37.229676,-121.971225,1/1/2003,3.0877,9.3178,3,642310000000,semiconductor,Yes,No,No,Yes,Yes,No,3.3333,Yes,acquired
OH,39.96226,-83.000706,5/1/2010,0,0,1,250000,ecommerce,No,Yes,No,No,No,No,1,No,closed
CA,34.144926,-118.149767,1/1/2008,-0.2521,2.0877,3,1830000,health,No,Yes,Yes,No,No,No,2,No,acquired
OR,39.78373,-100.445882,8/1/2010,0.4192,1.0247,2,9800000,enterprise,No,No,Yes,Yes,No,No,4.5,Yes,acquired
CA,38.904549,-77.061767,5/4/2005,1.8247,1.8247,1,2300000,web,No,No,Yes,No,No,No,1,No,acquired
WA,47.682233,-122.135521,3/1/2005,2.4192,3.0904,2,1310000,web,No,Yes,No,No,No,No,1,No,closed
CA,37.781557,-122.407959,4/1/2007,0.0822,0.8384,2,4500000,games_video,No,Yes,No,Yes,No,No,5.5,Yes,closed
CA,37.571318,-122.267962,1/1/2003,2.1616,5.7315,3,22000000,software,No,No,Yes,Yes,Yes,No,2.6667,Yes,acquired
CA,37.775196,-122.419204,1/1/2007,0.6658,,3,10000000,advertising,No,Yes,Yes,Yes,No,No,2.6667,Yes,acquired
NY,40.730646,-73.986614,3/1/2009,0.8904,,4,36500000,ecommerce,No,No,Yes,Yes,Yes,No,1.5,Yes,acquired
CO,47.601803,-122.332085,6/1/2003,1.7507,9.9589,7,33672656,web,Yes,No,Yes,Yes,No,No,2,Yes,acquired
CA,37.320309,-122.05004,1/1/2009,0.8603,2.926,3,19000000,enterprise,No,No,Yes,Yes,No,No,2,Yes,acquired
CA,37.36883,-122.03635,1/1/2002,3.4685,3.4685,1,30000000,semiconductor,No,No,No,Yes,No,No,4,Yes,acquired
CA,37.388869,-122.072353,3/19/2009,1.5151,2.937,2,2250000,web,Yes,No,No,No,No,No,8.5,Yes,acquired
CA,34.1086325,-118.0215818,1/1/2000,5.8658,9.9644,6,53818873,hardware,Yes,No,No,No,Yes,No,4.25,Yes,acquired
CA,37.553743,-122.300246,2/1/2004,2.6658,2.6658,1,5500000,web,No,No,Yes,No,No,No,1,Yes,closed
WA,47.578174,-122.212731,12/1/2006,1.9973,1.9973,1,6000000,network_hosting,No,No,Yes,No,No,No,1,Yes,acquired
CA,39.78373,-100.445882,1/1/2006,1.4959,1.6658,2,30150000,advertising,No,No,Yes,Yes,No,No,1.5,Yes,closed
CA,37.674559,-122.385658,1/1/2002,3.7863,5.5123,2,83000000,biotech,Yes,No,No,No,No,No,1,No,acquired
NY,40.737216,-73.990947,1/1/2006,1,2.7096,2,12000000,games_video,No,No,Yes,Yes,No,No,1,No,closed
CA,37.36883,-122.03635,1/1/2008,0.1644,1.4986,2,3500000,software,No,Yes,Yes,No,No,No,1,No,acquired
CA,37.433414,-122.128772,1/1/2006,1.4301,1.4301,1,4000000,software,No,No,Yes,No,No,No,4,Yes,acquired
CA,33.87751,-117.727046,1/1/2009,2.4521,3.6027,2,4000000,manufacturing,No,No,Yes,No,No,No,1,Yes,closed
CA,37.409618,-122.017792,1/1/2000,5.8274,7.7151,2,25000000,software,Yes,No,No,No,No,No,4.5,Yes,acquired
NY,40.73901,-73.997259,8/1/2007,0.8356,3.7616,3,1420698,mobile,Yes,Yes,No,No,No,No,2,Yes,acquired
CA,37.2496346,-121.9665932,10/1/2001,1.6219,5.3315,2,10000000,semiconductor,Yes,No,Yes,No,No,No,3,Yes,acquired
CA,37.441537,-122.158332,1/1/2007,1.1644,,3,67000000,transportation,No,No,Yes,Yes,Yes,No,2.6667,Yes,acquired
CA,37.5068854,-122.2475729,7/1/2005,0.337,,4,53000000,analytics,No,Yes,Yes,Yes,Yes,No,4.5,Yes,acquired
CA,34.050451,-118.437775,5/1/2010,0.4658,,2,300000,games_video,No,Yes,No,Yes,No,No,2,Yes,closed
CA,37.441537,-122.158332,1/1/2002,5.6685,,3,1400000,software,No,Yes,No,No,No,No,1,No,acquired
CA,37.7617955,-122.4092704,1/1/2004,2.9178,4.2548,2,6500000,web,No,No,Yes,No,No,No,7,Yes,acquired
CA,37.792871,-122.400747,11/1/2008,1.2795,1.2795,1,5000000,cleantech,No,No,Yes,No,No,No,1,Yes,acquired
WA,39.78373,-100.445882,1/1/2007,2.9342,5.5342,2,9600000,enterprise,No,No,Yes,No,No,No,3,Yes,acquired
WA,47.631239,-122.16806,2/1/2000,,7.4164,5,58200000,mobile,No,No,Yes,Yes,Yes,Yes,1.4,Yes,acquired
MA,42.49739,-71.416794,1/1/2006,,3.7479,3,280000000000,network_hosting,No,No,Yes,Yes,Yes,No,2.6667,Yes,acquired
TX,33.017317,-96.837682,1/1/2005,,5.2301,2,30000000,network_hosting,Yes,No,No,No,No,No,1,No,acquired
CA,34.007967,-118.489681,1/1/2007,,2.1644,2,3500000,games_video,No,Yes,Yes,No,No,No,2,No,acquired
MA,42.337037,-71.251748,1/1/2008,,0.0849,1,16700000,web,No,No,Yes,No,No,No,4,No,closed
AZ,33.414414,-111.909447,1/1/1996,11.1452,11.1452,1,18000000,semiconductor,No,No,No,Yes,No,No,7,Yes,closed
CA,37.36883,-122.03635,1/1/2003,7.537,7.537,1,15000000,medical,No,No,No,No,No,Yes,6,Yes,acquired
CA,37.3767076,-121.997483,1/1/2004,3.9178,3.9178,2,12000000,,No,No,Yes,Yes,No,No,4,Yes,closed
OH,41.678675,-83.512728,9/19/2009,1.2849,1.2849,1,15000,,No,Yes,No,No,No,No,,No,closed
WA,47.603832,-122.330062,11/16/2009,1.3096,1.3096,1,200000,news,Yes,No,No,No,No,No,,No,acquired
CA,33.158093,-117.350597,1/1/2003,4.0274,4.0274,1,15000000,semiconductor,No,No,No,No,Yes,No,,No,closed
CA,37.779281,-122.419236,10/9/2009,-0.0822,1.2301,2,1400000,enterprise,No,Yes,No,No,No,No,,No,acquired
NY,40.707645,-74.010816,1/1/2006,-0.8658,6.1233,4,11400000,enterprise,Yes,No,No,Yes,No,No,3,Yes,closed
CA,37.4815098,-121.9453283,1/1/2008,0.7562,4.4137,4,34250000,cleantech,Yes,No,Yes,Yes,Yes,No,2.25,Yes,acquired
TX,30.269004,-97.740395,1/1/2008,0,2.7205,4,3800000,messaging,No,Yes,Yes,No,No,No,4.75,Yes,acquired
CA,37.555962,-122.288006,1/1/2003,4.4521,6.1151,2,10100000,software,Yes,No,No,No,Yes,No,3,Yes,acquired
CA,37.354469,-121.990433,1/1/2003,4.0795,4.0795,1,4000000,software,No,No,No,Yes,No,No,6,Yes,closed
CA,37.552262,-122.292146,1/1/2008,1.9562,1.9562,1,3011408,software,No,No,No,Yes,No,No,1,Yes,acquired
CA,37.551882,-122.313472,1/1/1998,9.7315,9.7315,1,8000000,software,Yes,No,No,No,No,No,3,Yes,closed
CA,37.566009,-122.321646,7/1/2010,0,2.8795,2,12700000,analytics,No,No,Yes,No,No,No,1.5,Yes,acquired
CA,33.831671,-118.315766,9/1/2007,0,0,1,300000,public_relations,No,Yes,No,No,No,No,2,No,closed
CA,37.755068,-122.418026,2/5/2013,0,0,1,5675000,web,Yes,No,No,No,No,No,4,Yes,acquired
CA,33.6156634,-111.8931647,8/1/2008,4.0877,4.0877,1,1000000,advertising,No,Yes,No,No,No,No,5,Yes,acquired
FL,28.66677,-81.392794,9/1/2008,0,0,1,125000,enterprise,No,Yes,No,No,No,No,1,No,closed
CT,39.364504,-84.247556,1/1/2010,0.2247,0.9534,2,700000,web,No,Yes,No,No,No,No,2.5,No,closed
WA,47.603832,-122.330062,8/1/2010,0.2521,0.6438,2,532000,enterprise,No,Yes,No,No,No,No,5,Yes,acquired
CA,37.445326,-122.160671,7/15/2005,,2.2137,2,8500000,web,No,No,Yes,Yes,No,No,1,Yes,acquired
WA,47.602416,-122.332614,1/1/2003,,3.5699,1,9400000,network_hosting,No,No,No,Yes,No,No,1,Yes,acquired
RI,41.818712,-71.411775,1/1/2010,,2.2493,2,350000,mobile,No,Yes,No,No,No,No,1,Yes,closed
NY,40.643438,-73.886452,4/1/2006,1.1671,3.211,2,12300000,enterprise,No,No,No,Yes,Yes,No,1.5,Yes,acquired
MA,42.599814,-71.367284,1/1/2006,1.5753,5.9589,5,25413298,network_hosting,Yes,No,Yes,Yes,No,No,3,Yes,acquired
