avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,BirthRate
1962.667684,106,161.6,453.5494221,60869,46435,9.6,0,43,41.3,44.4,2.42,55.8,6.13624545
1962.667684,17,159.9,453.5494221,48179,5903,10.5,0,46.3,44.5,48.2,2.32,60.1,8.227848101
1962.667684,1854,156.8,453.5494221,64490,1223149,13,690.0222295,36.1,35.3,37.2,2.39,47.2,5.881342381
1962.667684,40,141.8,453.5494221,59900,18773,8.4,0,45,43.6,46.4,2.35,58.1,3.366021733
1962.667684,51,156,453.5494221,47944,20655,12.2,0,48,47.7,48.4,2.32,62.6,3.229308005
1962.667684,72,177.3,453.5494221,65342,38429,7.8,0,39.5,37.8,40.4,2.68,53.6,5.876216968
1962.667684,123,177.7,453.5494221,48525,45435,14.7,0,45.9,44.6,47.1,2.33,58.5,6.184256155
1962.667684,22,130.4,453.5494221,53700,10079,9.8,0,43.4,42.7,44.3,2.32,59.4,7.996051333
1962.667684,35,162.2,453.5494221,48908,15837,13.8,0,43.9,42.9,44.5,2.55,54.9,4.499229584
1962.667684,85,147.5,453.5494221,57405,42542,11.5,1504.395656,39.9,37.7,42.2,2.48,57.7,5.730234678
1962.667684,14,168.3,453.5494221,50372,4424,9.9,0,48.1,46.7,49.6,2.28,54.7,6.869220608
1962.667684,37,173.3,453.5494221,44113,12841,15.3,0,47.4,46.9,47.9,2.18,55,3.367670365
1962.667684,20,145.6,453.5494221,48245,6856,10.4,0,49.8,47.8,51.6,2.24,61.2,6.786941581
1962.667684,32,164.5,453.5494221,52381,10631,10.5,0,50.2,50,50.5,2.06,62.3,7.011070111
1962.667684,11,172.7,453.5494221,44727,3923,10.7,0,50.3,51.3,48.7,2.4,52.3,5.924855491
1962.667684,56,166.9,453.5494221,61665,27663,8.9,36.14936919,41.3,41.2,41.3,2.52,58.4,7.140456989
1962.667684,17,146.8,453.5494221,48449,5771,10.2,0,46.5,45.1,48.4,2.25,59.1,5.539070228
1962.667684,49,163,453.5494221,53552,25673,11.5,0,35.1,33.8,36.5,2.46,51.3,5.799293999
1962.667684,81,175.4,453.5494221,60114,35932,7.9,1586.329734,39.9,38.7,42,2.4,56,7.114267269
1962.667684,15,215.7,453.5494221,39926,5457,19.6,0,36.3,35.6,37.3,2.71,46.3,8.348623853
1962.667684,22,148.2,453.5494221,54433,9423,9.6,0,43.8,43.2,44.3,2.32,59.4,6.110201855
1962.667684,58,162.5,453.5494221,52042,20022,12.2,49.94506043,45.4,44.4,47.6,2.26,54.9,7.700101317
1962.667684,48,151.2,453.5494221,54354,23102,10,0,42,41.8,42.2,2.48,60.4,6.093113066
1962.667684,63,190,453.5494221,48434,25788,12,0,40.3,38.9,41.7,2.52,51.9,6.653151493
1962.667684,74,169.5,453.5494221,50685,32775,11.8,0,41.2,40,42.5,2.43,57.5,5.734925549
1962.667684,88,155.6,453.5494221,47537,39116,12.1,0,39,37.7,40.8,2.51,53.1,6.166646274
1962.667684,25,156.4,453.5494221,52219,8413,9.6,0,47.6,46.7,48.5,2.24,61.4,6.466069142
1962.667684,47,133.3,453.5494221,61279,33347,10.2,0,35.7,35.6,35.7,2.39,50.8,5.329918283
1962.667684,40,138.1,453.5494221,50684,21770,13,0,36.6,35.6,37.6,2.71,54.1,7.86717183
1962.667684,19,169.9,453.5494221,51597,6678,13.4,0,45.4,44.4,47.1,2.4,56.2,6.289308176
1962.667684,224,142.2,453.5494221,69430,151436,9.8,151.8793418,36.7,35.8,37.7,2.52,55.2,5.82767149
1962.667684,148,156.9,453.5494221,51510,57716,11.2,346.5243607,46.7,45.4,48,2.34,60.2,7.511606314
1962.667684,31,174.2,453.5494221,50905,14219,9.3,0,39.1,36.6,40.3,2.34,49.7,5.893845653
1962.667684,63,161.7,453.5494221,42157,29069,17.5,0,43.7,42.3,45.3,2.42,51,4.865649964
1962.667684,26,173,453.5494221,47164,9271,12.2,0,42.3,39.9,44.5,0.023,59.2,5.622270742
1962.667684,78,184.4,453.5494221,50175,31533,12.7,0,38.9,36.9,41.5,2.37,52.8,7.867590454
1962.667684,28,154.5,453.5494221,51343,11041,10.4,0,46.5,44.4,48.6,2.23,63,8.178625188
1962.667684,903,166.5,453.5494221,55070,538133,16.5,535.1836814,34.6,33.5,35.7,2.47,44,6.13624584
1962.667684,9,157.6,453.5494221,48188,4055,9.2,0,42.3,41.5,42.9,2.43,57.5,10.14120668
1962.667684,46,180.7,453.5494221,49934,15471,12.4,0,43.2,41.7,45,2.43,54,5.74439157
1962.667684,42,176.5,453.5494221,54386,14892,11.3,0,44.5,43.5,45.5,2.34,57.1,5.738255034
1962.667684,114,168.4,453.5494221,60317,65400,13,0,36.4,35,37.4,2.5,49.2,4.613270514
1962.667684,23,147,453.5494221,55352,9600,9.6,0,41.1,40.3,42.4,2.37,61,11.04133961
1962.667684,30,158.2,453.5494221,53838,15770,9.2,0,41.2,41.1,41.3,2.44,59.7,6.330669945
1962.667684,493,184.8,453.5494221,49714,200431,17,683.5269993,40.9,39.4,42.7,2.26,47.7,4.901104316
1962.667684,148,153.9,453.5494221,91688,141660,5.5,444.7268107,35.5,35.2,35.9,2.9,60.3,6.064705544
1962.667684,119,170.5,453.5494221,76512,91705,7.2,0,35.3,34.9,35.7,2.89,57.2,6.543533237
1962.667684,37,181.7,453.5494221,59893,14875,9.2,0,41.4,40.1,42.7,2.46,58.3,5.58244595
1962.667684,239,153.7,453.5494221,55832,154708,13.4,329.6532823,34,33,34.8,2.52,50,4.490661015
1962.667684,65,145.9,453.5494221,57850,36755,10.9,0,39.8,39.1,40.2,2.52,55,6.135046611
1962.667684,20,146.2,453.5494221,55292,9796,14.2,0,32.7,31.4,33.9,2.55,51.3,6.221294363
1962.667684,27,162.3,453.5494221,51032,9340,10.8,0,44.5,43.5,45.8,2.21,57.5,9.56284153
1962.667684,49,147.2,453.5494221,43287,24257,17.8,0,43,42.1,44,2.45,58.7,7.800672834
1962.667684,10,132.3,453.5494221,49536,3401,12.2,0,48.4,47.1,49.5,2.19,62.9,4.967948718
1962.667684,48,160.2,453.5494221,58752,21239,7.3,188.332784,43.8,43.1,44.7,2.36,61.8,5.142332415
1962.667684,41,187.9,453.5494221,41909,13875,15.8,0,43.3,41.6,44.7,2.35,52.2,5.574778931
1962.667684,40,163,453.5494221,54183,18989,10.1,0,39,38.2,39.6,2.43,56.8,6.458604248
1962.667684,347,152.1,453.5494221,84113,251597,6,584.2676979,38.9,37.8,40,2.67,57.2,5.104712042
1962.667684,28,159.7,453.5494221,48658,10952,10.4,0,39.6,38.1,41.2,2.45,55.4,3.17533364
1962.667684,12,122.5,453.5494221,54536,6396,10.3,0,43.7,41.9,45.7,2.29,56,7.810107198
1962.667684,98,166.8,453.5494221,49365,50885,15.8,19.65215682,33.9,33.8,33.9,2.46,45.1,4.802427113
1962.667684,174,165.2,453.5494221,76489,131311,6,0,35.6,35.3,36,2.82,60.5,6.296560212
1962.667684,25,151.9,453.5494221,51028,9875,11.2,0,43,40.7,45.1,2.33,58.8,7.744282744
194,89,212.3,470,32327,31254,32.9,671.913995,40.7,38.2,44.1,2.5,37.8,3.939346569
201,87,187.8,441.3,35180,37388,21.8,80.23964909,39.9,37.4,42.2,2.49,50.8,4.523580366
78,33,171.8,425.1,30668,12574,23.2,0,45.3,42.6,47.9,2.55,44.8,3.098591549
104,52,200.3,423,32521,19043,23.6,105.0254687,40.8,40.4,41,2.52,46.7,6.091370558
38,22,208.7,355.2,30665,8182,25.6,855.5365436,39.8,40,39.7,2.83,47.4,0.41322314
173,87,241.9,476.3,29297,33322,34,0,34.7,32.4,36.8,2.6,31.1,4.919773478
98,43,228.6,527.3,33141,14717,25,0,40.5,38.3,42.6,2.46,47.8,5.766908213
57,28,191.7,401.5,38219,10243,17.9,0,44.6,43.4,47,2.75,53.1,3.765060241
106,40,198.9,521.3,31616,17328,24.7,0,37.7,36,39.3,2.63,43.4,7.273181705
38,18,151.2,339,34548,8299,24.2,0,42.8,41.8,44,2.49,46.8,4.786324786
43,18,175.9,432.6,26083,9150,42.6,0,32.7,30.7,33.6,2.74,26.2,5.663430421
100,41,191.4,466.5,34910,16006,22.4,0,41.3,40.4,42.6,2.51,48.7,6.761177754
104,47,187.5,427.7,33939,20048,28.4,0,38.8,37.7,39.3,2.57,44.2,3.726061615
120,70,266.7,460.1,28647,24620,35,0,33.5,31,35.2,2.62,31.4,6.156510786
169,65,194.9,513.2,35314,28773,26,0,38.1,36.1,39.5,2.82,43.7,4.448742747
107,48,205.1,461.3,31835,19543,26.5,51.1692166,37.6,36.5,38.7,2.76,44.7,6.243007384
646,281,193.9,428.8,58479,173323,10.1,115.3914945,36,34.8,37,2.8,52.3,4.636235598
378,152,209.2,526.5,36808,75944,26.4,65.83798588,31.9,31.1,32.8,2.58,38.9,4.81629545
88,40,261,561.4,29090,13352,26.8,2771.120431,39.8,39.2,40.5,2.39,59.2,6.838709677
4320,1623,191.1,519.9,48264,763623,16.8,409.8881254,37.9,36.4,39.7,0.0241,43.7,5.584172261
244,91,186.9,500.6,51227,51961,14.7,38.49040627,37.4,35.8,38.1,2.65,55.1,5.553303608
139,69,246.4,507.4,34271,23175,25.6,129.4498382,40.9,40.5,41.6,2.53,57.1,5.022573363
788,311,195.8,487,54728,165012,15.5,430.2717378,36.4,35.6,37.4,2.58,46.6,6.589773358
87,41,216.8,457.3,27709,15693,33.7,0,40.8,40.3,41,2.57,49.2,6.41509434
209,85,224.6,560.5,26048,31730,34.9,0,39.2,37.8,40.7,2.5,47.5,4.863950374
86,35,192.6,505.2,40312,14241,18,0,40.6,39.5,42.7,2.6,49.4,5.039267016
345,138,216.7,531.7,34678,60094,24.7,0,38.5,37.8,39.4,2.54,52.9,5.76001128
98,49,269.2,524.8,32835,15745,25.9,1397.268974,40.3,39,41.3,2.6,57.2,3.753424658
48,25,275.9,528.6,25473,6752,35,0,41.9,39.9,45.1,2.2,44.6,2.731512325
76,36,262.7,558.3,27777,10711,33,0,42,40.6,42.8,2.59,49.5,3.237555645
156,67,226.5,527.4,28574,23123,30.1,129.7409506,41.6,41,42.8,2.44,55.2,5.618408437
81,39,239.3,492.5,30217,13682,34.4,0,40.8,40.5,41,2.54,55.1,3.777923784
152,59,199.1,523.1,35368,24463,27.6,81.75612149,40.3,39.1,41.9,2.48,53.9,7.499096494
78,30,211.7,578.6,42892,9316,14.1,0,45.9,45.6,46.2,2.44,61.1,1.418067227
175,68,206.8,538,41150,26910,16.9,0,40.5,39,41.8,2.44,52.2,4.897396103
63,27,202,482.7,43067,8306,15.4,601.9744763,49,45.5,52.2,2.19,46.9,2.598366741
409,150,168.9,484.1,41216,65018,17.5,415.2696176,42.5,41.2,43.7,2.33,49,5.282054823
107,51,265.8,547.8,24265,17878,47,0,38.8,37.2,40.4,2.56,47.4,1.549958483
65,28,215.1,525.3,42288,9512,16.9,0,41.8,40.1,43,0.025,60.1,7.128810226
423,164,205,523.5,44358,87824,19.7,0,33.9,33.2,34.8,2.49,44.8,4.761498421
81,31,221.5,554.7,29421,12808,30.2,312.3048095,41,39.9,41.7,2.57,52.6,5.955168953
110,44,193.4,510.2,39089,19365,21.8,0,38.8,38,39.6,2.51,49.9,7.024889509
221,85,185.3,496.5,45596,31101,13.1,0,44.9,43.7,46.1,2.43,59,4.006754682
71,36,270.4,529.6,27484,12307,40.6,0,38.1,35.6,41.8,2.57,51.4,4.36746988
121,53,248.1,578.9,40260,17099,18.6,0,41.1,39.3,42.6,2.52,53.3,5.546875
147,60,225.1,538.4,52377,27924,12.6,0,36.7,36.9,36.5,2.73,57.1,6.956521739
43,19,229.5,548.3,30828,6358,27.1,0,41.6,40.6,42.8,2.56,53,4.84804631
143,57,206.3,536.1,43945,21407,17.6,0,42.6,40.7,44.7,0.024,56.4,5.675616678
63,28,218,492.1,30460,9909,25.2,0,43.4,42.2,44,2.51,58.4,11.46987952
74,33,227.9,511.5,30172,10667,26.2,0,42.7,40.2,44.3,2.39,55.9,3.581020591
152,61,205.9,518.9,41139,27608,20.8,470.8780064,38.8,36.7,41.1,2.61,48.4,5.746046657
77,36,242.8,498.8,30872,13275,30.4,0,40.7,39.4,42.9,2.45,51.9,6.742424242
190,85,207.1,472,38916,31183,21.6,0,41.5,39.5,43.1,2.6,55.2,5.430404297
252,85,185.4,551.5,54540,45126,12.7,421.043301,37.9,36.4,39.5,2.62,54.7,7.048374906
49,23,267.6,552.9,37061,7131,19.4,0,501.6,39.9,43.3,2.47,54.6,4.939063502
153,65,222.1,533.6,38261,24216,19.7,0,40.2,38.3,41.3,2.7,57.2,7.169811321
301,85,163.6,519.6,92097,64875,5.5,0,39.6,39.2,39.9,2.98,57.5,4.704009263
67,21,159.8,514.8,43626,10730,17.4,0,41.7,41.6,41.8,2.59,54.5,5.220713073
31,16,263.1,493.7,23047,4461,45.1,0,43,42.6,43.9,2.56,52.7,4.527559055
81,31,188.1,497.1,47023,14408,15.6,0,41.5,40.7,42.2,2.67,55.5,5.568862275
192,93,280.8,579.2,31265,27565,27.5,834.3914384,41.4,40.2,41.8,2.47,53.6,4.955913652
400,182,238.4,518.3,32666,61792,27.4,80.91662351,41.1,40.1,42.3,2.38,54.6,5.073851204
91,40,292.5,630.4,32783,12269,26.7,0,38.4,38.1,38.9,2.56,45.4,5.682216766
418,178,219.5,523.2,32767,63782,26,0,42,40.8,43.3,2.45,52.1,6.00624025
17,9,274,530.3,37281,2138,23,0,46.7,47.3,46.3,2.31,53,1.204819277
110,47,228.1,524.4,33789,16942,24.1,0,41.8,41.3,42.3,2.51,55.3,4.281183932
125,54,235.2,540.5,37287,23892,23.4,41.85501423,32.2,30.9,33,2.44,41.6,4.886769964
110,52,214.9,471.5,33623,17662,26.3,0,42.9,41,44.2,2.48,49.9,3.919463087
215,72,179.6,507.3,61989,52420,10.9,0,35.8,35.3,36.4,2.65,55.6,5.258156478
219,69,155.7,486.6,57447,45632,12.8,153.401122,38.7,38.3,38.8,2.67,55.7,5.768189204
114,46,225.7,563.4,45269,18006,15,0,39.6,37.7,41.8,2.56,52.4,5.726431608
92,30,180.9,530.2,67437,17894,8.8,0,40.5,40.7,40.3,2.72,64.1,6.220984215
157,64,205,524.1,34633,25420,26.7,0,39.2,37.5,40.7,2.46,45.6,4.008328995
63,25,183.7,453.4,40002,12531,19.3,0,36.9,36.1,38.2,2.7,53.7,6.25698324
94,44,214.9,462.8,44676,14233,15.8,0,45.1,44.2,45.5,2.35,56.6,4.195088677
53,22,228.4,540.3,46708,8769,16.2,0,41.1,39.8,41.6,2.46,60.3,5.038961039
77,33,195.5,457.7,44119,15050,18.9,0,37.1,33.7,42.2,2.43,47.9,4.645550528
522,208,192.7,483.8,48925,122851,18.3,32.55976752,32.8,31.9,33.8,2.48,47.2,5.172199041
66,27,180.2,463,39983,12063,19.7,0,41.5,39.1,42.5,2.56,52.6,5.399151562
128,55,202.2,480.4,30619,20464,26.2,0,42,41.2,44.1,2.57,48.7,6.951992754
83,36,213.7,508.3,43024,13170,17.3,0,39.7,38.2,42,2.54,56.5,4.724137931
217,96,240.1,531.3,31086,36129,29.8,0,37.1,35.6,38.1,2.6,48.4,7.104526365
50,23,259.5,570.6,25768,7259,36.2,0,41.8,40.6,42.6,2.45,49.7,5.395462906
142,53,182.8,485.2,57067,25793,11.2,0,41.9,40.8,42.7,2.55,56.7,4.961767205
323,151,230.5,492.7,40269,62577,22,0,35.7,34.7,37.2,2.7,47.3,6.938635585
123,54,201.6,450,36852,25683,22.5,0,38.5,37.6,40.4,2.66,41.6,5.988023952
455,151,170,484.5,67299,119455,13.7,0,34.8,33.8,35.8,2.84,54.4,6.260702788
120,51,188.9,450.6,46317,22842,17.8,131.3370108,39.3,37.9,40.7,2.64,49.1,5.233611011
242,111,228,501.8,34022,41103,25.5,0,38.2,36.9,39.6,2.52,44.8,5.000553159
178,75,198.3,463.7,43918,36462,18.9,0,37.5,35.9,39.3,2.69,55,3.558718861
18,7,153.9,405.8,27512,3141,37.3,0,40.3,37.5,43.4,2.57,38.4,14.87889273
886,291,165.3,452.9,42985,273955,22.9,29.20187622,32.4,30.4,34.1,2.97,35.8,5.066533644
33,13,190,442.3,31577,6893,28.5,0,36.1,35.1,38.5,2.49,41.9,11.29568106
2864,853,151.9,470.3,66970,741334,13,148.3811615,36,34.9,37.1,2.64,51.2,4.671194475
175,78,189.2,418.6,33125,43108,28.1,0,35.2,34.1,36.7,2.73,41.7,5.763286469
220,89,184,463.3,33509,45844,26.5,0,35.5,34.4,36.8,2.86,47.2,6.092124814
494,181,156.9,409.8,68067,144052,9.5,0,36.6,35.4,37.6,2.98,57,5.223686116
89,35,183.4,483.1,32408,17124,26.1,0,36.7,35.6,37.5,2.74,50.2,7.78998779
555,199,169.3,453.6,60809,138427,12.5,202.272678,37.6,36.9,38.4,2.73,57.8,6.63071161
71,28,197.9,468.9,43111,12388,19.9,0,43.5,42.6,44.5,2.72,48.8,2.190865206
113,47,164.9,408.9,31176,22881,32.5,0,38.4,35.6,40.3,2.64,45.3,5.115327381
83,47,238.2,423.9,42953,16264,16.4,0,40.7,39.9,41.5,2.47,57,3.774056486
124,45,179,473.3,57491,23312,11.8,0,41.5,41.2,42.1,2.74,57.1,6.774789571
130,64,198.3,407.8,33968,27174,27.7,0,37.4,34.1,40.6,2.46,43.4,4.241143971
2841,914,157.4,462.8,50597,734871,20.4,700.8032702,35.1,33.8,36.4,2.63,38.2,5.74981682
110,47,190.6,448.2,32293,20882,25.9,0,40.2,37.4,42.9,2.35,44.9,5.125899281
57,21,124.3,337.1,31103,14035,30.4,0,41.4,38.9,43.2,2.52,40.3,1.972242513
486,187,194.2,501.8,32150,91332,31.7,306.5738186,34.2,32.6,35.7,2.52,33.6,6.218730618
519,185,175.3,462.3,54581,140733,14.2,28.42261588,35.9,34.5,36.9,2.87,47.7,6.214984071
65,28,200.4,476.1,34906,10575,29.9,0,40.3,38.5,42,2.62,39.2,4.907216495
19,5,126.4,538.1,34444,4040,27.1,0,35.4,37.2,33.9,2.86,52.1,1.424501425
230,87,201.7,492,61195,57106,11,35.02258957,36.1,34.9,37.2,2.95,55.1,5.321944809
116,47,176.8,454.2,35351,19364,21.4,0,41.3,39.9,42.9,2.49,48.1,7.219802888
111,52,205,438.2,30119,22708,32.7,0,36.9,35.1,38.8,2.68,41.7,8.514774495
54,24,194.4,444.5,33293,10787,26.6,0,35.3,35.5,35.1,0.026,47.6,7.363601679
163,71,182.8,448.7,37813,24303,19.6,205.7359174,50.2,49.6,50.5,2.48,55,4.835115865
554,168,140.8,455.4,79069,110714,6.9,72.25825099,43.3,42,44.2,2.8,60,3.49249879
296,124,165.7,409.2,46867,63508,15.8,0,43.6,42.4,45.1,2.45,51.6,6.476142726
100,43,202.2,491.6,34553,13886,20.6,0,43.7,42.7,44.3,2.27,61.6,7.489134069
108,64,209.1,356.3,36482,24687,20,0,40.9,39.5,43.1,2.66,46.6,5.908289242
81,36,174,388.5,36642,18454,24.9,0,38.6,37.6,39.8,2.63,50.1,6.281957633
32,15,213.5,403.2,31740,8398,26.5,0,34.9,34.8,34.9,2.98,49.8,5.448065173
48,24,192,378.7,34201,11299,25.9,0,37.1,35.6,37.9,2.71,53.5,3.53909465
21,6,127.6,488.4,43115,3180,27.3,0,42.6,40.7,44.1,2.55,47.7,5.354752343
212,86,186.1,445.9,37008,45459,29.5,0,34.1,34.6,33.6,2.62,34.6,3.145390664
85,26,138.7,433,46018,18495,16.9,0,40.4,40.3,40.5,2.8,57.1,4.162724693
281,114,192,457.7,49698,75370,13,0,34.8,32.9,36.2,3.05,52,5.318186956
94,43,218.3,471.1,31081,17403,28.5,0,38.6,38.1,39.1,2.68,42.6,7.459677419
529,238,194.4,449.5,41324,92596,18.7,21.59920515,41.1,39.4,42.7,2.35,52.4,5.10978957
94,40,180.7,426.9,35078,18963,26.7,0,39,37.1,41.4,2.71,51.1,5.015887426
796,333,199.3,480.8,36014,153721,28.2,377.3069392,35.6,34.1,37.5,2.59,37.7,5.466863951
58,25,162.6,393.3,40454,12243,23.2,0,37.3,35.8,38.9,2.71,41.1,3.671437461
80,41,210.8,411.4,36865,18455,21.7,0,39,37.7,39.6,2.79,53,4.942780618
95,32,159.3,469,32903,15658,28.8,0,496.8,38.9,44.8,2.37,46.9,4.200664853
135,54,208.9,490.5,66556,35137,11.9,0,35.1,34.3,35.9,2.89,57.8,4.93857195
236,101,184.2,418.9,36315,72651,31.4,27.5288709,26.3,25.5,27.9,2.54,38.1,3.911889349
114,50,203.3,470.4,35055,22745,31.1,0,36,34.4,37.2,2.81,42.9,5.410413193
130,60,240.6,508.7,41505,23593,21.3,0,38.4,35.9,41.1,2.7,46.6,6.070755704
33,12,162.8,488.6,30760,6479,38.5,0,38.2,36.5,41.3,2.13,33.6,7.258753202
198,78,193.3,487.4,41574,33115,16.6,0,41.7,40.8,42.5,2.46,54.4,4.830100247
191,73,173.3,440.7,51793,52102,12,0,31.6,29.6,34.6,2.68,55.3,6.953722334
48,23,174.8,372.4,31829,10886,29.1,0,37.1,36,37.4,2.75,44.9,3.962338172
505,199,194.5,481,43442,114545,22.9,52.38116024,34,33.2,35,2.72,46.6,7.523638459
284,116,161,397.6,50728,66050,12.6,0,39,36.6,40.4,2.71,55.9,5.74156506
44,22,170.6,331.3,34312,12965,29.5,0,40.7,40.3,42.2,3.32,45.9,3.861652116
1258,473,168.8,455.8,50154,286956,17.9,477.4251105,34.3,32.8,35.8,2.55,41.1,5.771170399
24,9,220.6,510.8,45933,11368,18.8,0,23.3,23,24.5,3.24,46.8,11.7201426
144,62,203.9,471.1,34830,24922,21.1,0,40.3,38.2,42.4,0.0249,46.9,4.430147059
396,141,161.9,461.8,31487,123912,37.8,500.3550907,26.5,26.2,26.7,2.55,29.9,3.333416627
291,120,175.4,429.9,45567,57673,17.5,0,40.7,39.6,41.9,2.74,59,6.894123171
482,219,192,406.9,41256,156993,25.2,6.369710751,30.3,29.2,31.7,2.54,43.6,4.40533728
411,143,159.7,456.5,51175,91663,13.6,0,39,37.5,40.4,2.64,54.6,5.183501765
67,28,211.9,507.2,30675,10458,31.4,0,39.5,37.8,41.2,2.49,34.8,3.731942215
109,53,214.8,442.6,28518,19105,32.1,52.34231876,37.5,35.6,38.8,2.24,29.7,2.800074669
1549,578,164.7,437.1,58833,353089,14.2,135.9430625,37.8,36.4,39.3,2.46,49.8,5.111191026
122,52,190.3,458.4,32977,20028,25.6,0,42.2,41,43,2.42,44.4,4.656703487
191,81,189.8,460,37707,30168,20.2,0,44.1,42.9,44.7,2.34,57.6,4.196551198
473,213,192.7,437.9,36536,94725,22,105.5687517,38.8,37.4,40.2,2.72,52.7,6.094222054
2134,925,205.1,475.8,42943,415395,19.6,209.4392085,37,35.7,38.3,2.62,44.8,5.219663305
126,54,187,444.1,34733,21673,25.3,0,41.1,39.3,41.8,2.62,45.8,6.012145749
62,22,176.2,488.8,26580,10696,35.1,0,39.3,37.9,40.6,2.73,28.9,4.138851802
1023,442,189.8,438.8,43054,226519,22.5,26.48784429,35.2,33.5,36.6,2.47,39.5,5.64778925
653,258,184.9,472.8,45082,119565,15,8.36365157,39.5,38,41.4,2.55,51.4,4.808108498
70,30,230.7,555.6,27403,9652,46.9,0,36.3,35.3,38.5,2.7,27.8,4.552845528
110,48,178,424.5,31933,20864,25,0,42.4,41.5,43.7,2.51,43.8,6.291165115
153,62,183.3,455.1,31844,33046,26.4,30.26084851,31.3,30.1,32.8,2.44,39.8,6.44886666
139,56,181.2,465.9,36939,22696,20.4,0,42.8,42,44.4,2.49,53.1,5.698860228
280,121,212.3,494.1,35585,59660,20.9,0,34.8,33.2,36.2,0.0259,44.1,6.285355123
408,168,183,438.3,50571,87074,14.3,689.0690677,39.8,39.1,41,2.62,55.6,4.899005125
875,288,154.8,452.9,69432,208713,9.6,158.111857,37.9,37.2,38.6,2.66,57.4,4.49704142
70,35,216.2,433.9,25413,13103,38.1,0,36.7,36,38.7,2.61,29,1.921422426
452,191,197.4,465.9,39999,80862,22.5,0,40.9,40.1,41.5,2.49,47,4.578696343
248,111,200.5,454.4,36779,40844,21.3,24.48340025,42.8,42.4,43.3,2.48,50.2,5.462418119
875,327,179,479.9,46892,203976,18,14.70761266,31.9,30.4,33.2,2.75,42.1,5.461320085
429,199,231.3,495,37245,65294,23.5,30.63068582,42.4,41.4,43.6,2.54,51,5.931679153
95,44,212.2,459.4,41321,16804,18.5,0,40.9,38.9,43.3,2.75,52.4,6.039551042
70,32,221.7,500.5,24035,11059,33.7,0,40.2,37.5,42.2,2.86,33.2,4.996127033
148,67,203.4,454.6,35528,23877,20.1,0,43.9,43.3,44.7,2.53,52.7,5.871779509
8,3,203.3,201.3,68387,5702,9.9,0,36.8,38.8,32.9,3.59,40.6,4.391052196
1085,352,167.5,453.3,75200,298695,10,565.7945396,32.5,31.7,33.4,2.77,47.7,5.994293642
37,20,218.8,338.2,45808,17946,23.8,0,26.7,27,26.5,3.86,39,9.156279962
654,267,191.9,475.9,41123,115620,20.5,51.89413596,39.1,37.5,40.6,2.52,48.2,4.524919585
16,7,216.6,409.2,51082,4997,17.5,0,29.7,31,28.5,3.56,40.7,11.80124224
307,105,177.2,424.4,67801,99631,9.5,270.99999,30.4,29.6,31.3,2.69,49.7,7.382577604
13,4,126.3,413.3,67260,2534,9.8,0,45.5,45.6,45.3,2.12,55.3,5.37428023
119,41,166.3,390.1,80835,32756,7.9,0,37,36.6,37.4,2.62,48.7,5.601633278
266,96,168.1,441.4,62532,58059,11.5,0,40.5,40,41.1,2.57,51,5.680094387
63,25,205,477.3,57776,13709,12.4,0,38.7,37.9,39.4,2.55,48.1,4.936667749
43,15,181.9,416.6,67972,13889,8.3,0,32.4,31.4,33.3,2.98,52.4,6.768558952
357,127,184.3,469.3,73981,101095,10.7,0,34.6,34.3,34.9,3.03,52.3,4.854021136
34,17,277.6,499.3,47160,9846,26.1,0,27.8,28.4,27.3,3.26,35.9,11.35038134
26,12,256.9,501.1,75682,9687,11.5,103.2311345,33.9,36,28.7,3.28,46.7,10.6333527
228,95,208.5,510.7,34116,34123,21.3,0,43,41.5,43.9,2.44,43.9,4.40907905
20,9,199.3,373.5,65192,7752,23.2,0,26.1,26.4,25.8,3.97,37.2,12.39291833
28,13,150.1,298.1,65765,8863,8.6,0,38.9,38.2,39.6,2.49,51.2,3.141875307
27,11,184.3,372.9,59641,6839,13.8,0,35.8,37.7,35.1,3.11,54,7.23729993
36,13,191.4,417.3,73998,9362,9.9,0,36.6,36.4,36.8,3.1,46.5,5.470675209
27,11,206.6,475.1,36708,5533,25.7,0,35,35.4,34,2.81,37.8,6.744604317
186,95,142.1,269.9,32366,71474,33.1,307.8042365,33.4,32.3,34.4,3.67,34.8,6.518302323
583,267,154.6,350.1,45025,126427,18.7,0,40,38.2,41.8,2.42,50.4,5.457360828
399,130,119.8,348.4,48653,139097,21.3,50.32459363,30.8,30.7,31,0.027,41.2,5.030073987
290,147,163.3,339.2,37677,53159,24.4,0,48.6,47.4,50.1,2.5,50.9,6.179351922
137,60,174,395.7,46046,37666,20,0,32,32.5,31.7,3.02,45.7,9.188988095
158,69,191.2,432.6,38013,25859,18.6,0,45.4,44.6,46.2,2.28,62.1,4.687789513
32,14,161.2,364.5,59416,9529,10.3,0,33,32.5,34,2.78,49.6,7.95730228
129,54,126.1,332,32533,20152,22.8,0,54.8,54.8,54.9,2.14,54.1,4.686489981
15470,5780,146.6,401.4,53929,4167947,17.1,177.5454438,35.6,34.5,36.8,2.75,47.1,5.392191187
1424,672,196.6,444.9,37704,204737,20.8,161.182395,49.2,48.3,50,2.43,49.5,4.575797025
